,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6617, X4,2019,39990.0,Automatic,9210.0,Diesel,145.0,42.8,2.0
6619, X3,2019,33952.0,Semi-Auto,5974.0,Diesel,145.0,54.3,2.0
6623, X2,2019,24403.0,Manual,5884.0,Diesel,145.0,55.4,2.0
6624, X3,2019,33313.0,Semi-Auto,6224.0,Diesel,145.0,54.3,2.0
6625, 3 Series,2019,26103.0,Manual,6193.0,Diesel,145.0,54.3,2.0
6627, X3,2019,33262.0,Semi-Auto,8468.0,Diesel,145.0,54.3,2.0
6629, 3 Series,2019,30552.0,Semi-Auto,6294.0,Diesel,145.0,52.3,2.0
6630, X3,2019,35362.0,Semi-Auto,4186.0,Diesel,145.0,54.3,2.0
6632, 5 Series,2019,33562.0,Semi-Auto,2490.0,Diesel,145.0,60.1,2.0
6635, 3 Series,2019,28413.0,Semi-Auto,6223.0,Diesel,145.0,52.3,2.0
6636, X3,2019,35292.0,Semi-Auto,4599.0,Diesel,145.0,54.3,2.0
6637, 3 Series,2019,26836.0,Semi-Auto,6746.0,Diesel,145.0,52.3,2.0
6638, 2 Series,2019,23580.0,Semi-Auto,5122.0,Petrol,145.0,50.4,2.0
6639, 5 Series,2019,31995.0,Semi-Auto,6655.0,Diesel,145.0,60.1,2.0
6645, 3 Series,2019,27195.0,Semi-Auto,4036.0,Diesel,145.0,52.3,2.0
6647, 3 Series,2019,30052.0,Semi-Auto,6549.0,Diesel,145.0,52.3,2.0
6648, 3 Series,2019,30422.0,Semi-Auto,4429.0,Diesel,145.0,52.3,2.0
6657, 1 Series,2019,30180.0,Automatic,5979.0,Diesel,145.0,48.7,2.0
6662, 5 Series,2019,28110.0,Semi-Auto,6659.0,Diesel,145.0,65.7,2.0
6663, X3,2019,31736.0,Automatic,6579.0,Diesel,145.0,54.3,2.0
6664, X3,2019,31196.0,Automatic,10155.0,Diesel,145.0,54.3,2.0
6665, 3 Series,2019,33470.0,Semi-Auto,4500.0,Diesel,145.0,49.6,2.0
6666, 3 Series,2019,28220.0,Automatic,1500.0,Diesel,145.0,48.7,2.0
6668, 5 Series,2019,28836.0,Automatic,2891.0,Diesel,145.0,60.1,2.0
6669, X4,2019,36390.0,Semi-Auto,8310.0,Diesel,145.0,42.8,2.0
6670, 5 Series,2019,27876.0,Automatic,11598.0,Diesel,145.0,60.1,2.0
6671, X3,2019,31826.0,Automatic,6314.0,Diesel,145.0,54.3,2.0
6672, X3,2019,32345.0,Semi-Auto,5865.0,Diesel,145.0,54.3,2.0
6675, 1 Series,2019,26580.0,Automatic,4604.0,Diesel,145.0,51.4,2.0
6677, X2,2019,27915.0,Semi-Auto,2946.0,Diesel,145.0,48.7,2.0
6679, 4 Series,2019,27162.0,Automatic,4734.0,Petrol,145.0,48.7,2.0
6682, X3,2019,33262.0,Semi-Auto,6792.0,Diesel,145.0,54.3,2.0
6683, X3,2019,33606.0,Automatic,6527.0,Diesel,145.0,54.3,2.0
6686, 3 Series,2019,24730.0,Semi-Auto,3049.0,Diesel,145.0,62.8,2.0
6687, X3,2019,33612.0,Semi-Auto,5852.0,Diesel,145.0,54.3,2.0
6689, X3,2019,33972.0,Semi-Auto,4809.0,Diesel,145.0,54.3,2.0
6690, 1 Series,2019,22491.0,Semi-Auto,8000.0,Petrol,145.0,48.7,2.0
6691, 5 Series,2019,30522.0,Semi-Auto,6371.0,Diesel,145.0,60.1,2.0
6692, 1 Series,2018,22072.0,Semi-Auto,7901.0,Diesel,145.0,47.9,2.0
6693, 3 Series,2019,28110.0,Automatic,1500.0,Petrol,145.0,42.2,2.0
6694, 2 Series,2019,28640.0,Semi-Auto,4400.0,Petrol,145.0,46.3,2.0
6695, X1,2019,31440.0,Semi-Auto,9507.0,Petrol,145.0,38.7,2.0
6710, 2 Series,2017,19994.0,Automatic,15076.0,Petrol,145.0,45.6,2.0
6714, X3,2019,32302.0,Semi-Auto,4646.0,Diesel,145.0,54.3,2.0
6715, 5 Series,2019,32072.0,Semi-Auto,6215.0,Hybrid,145.0,60.1,2.0
6719, X1,2019,23812.0,Automatic,15846.0,Petrol,145.0,37.7,2.0
6729, X1,2019,29302.0,Semi-Auto,5795.0,Diesel,145.0,50.4,2.0
6730, X2,2019,21992.0,Manual,7189.0,Diesel,145.0,48.7,2.0
6731, X2,2018,20306.0,Manual,5438.0,Diesel,145.0,52.3,2.0
6732, X2,2019,24352.0,Semi-Auto,3011.0,Petrol,145.0,38.7,2.0
6734, X2,2018,23146.0,Manual,3752.0,Diesel,145.0,49.6,2.0
6735, 4 Series,2019,25400.0,Semi-Auto,7398.0,Petrol,145.0,48.7,2.0
6736, 4 Series,2019,25400.0,Semi-Auto,6370.0,Diesel,145.0,65.7,2.0
6741, X2,2019,29995.0,Semi-Auto,1920.0,Diesel,145.0,50.4,2.0
6742, 1 Series,2019,26880.0,Semi-Auto,4210.0,Diesel,145.0,51.4,2.0
6750, 1 Series,2020,32995.0,Semi-Auto,2797.0,Petrol,145.0,34.5,2.0
6752, 3 Series,2019,27980.0,Semi-Auto,7759.0,Petrol,145.0,42.2,2.0
6754, X1,2019,27752.0,Semi-Auto,4475.0,Diesel,145.0,53.3,2.0
6755, 4 Series,2019,24622.0,Semi-Auto,2043.0,Diesel,145.0,65.7,2.0
6756, X1,2019,28950.0,Semi-Auto,3546.0,Diesel,145.0,60.1,2.0
6758, X2,2019,30680.0,Automatic,1500.0,Diesel,145.0,58.9,2.0
6760, Z4,2019,28950.0,Automatic,8316.0,Petrol,145.0,38.7,2.0
6761, 2 Series,2018,17950.0,Semi-Auto,30000.0,Diesel,145.0,49.6,2.0
6762, X1,2017,20481.0,Semi-Auto,17285.0,Diesel,145.0,60.1,2.0
6763, 4 Series,2019,31260.0,Automatic,3000.0,Petrol,145.0,45.6,2.0
6765, 1 Series,2019,20330.0,Semi-Auto,9200.0,Diesel,145.0,67.3,2.0
6767, 3 Series,2019,24591.0,Semi-Auto,9153.0,Diesel,145.0,60.1,2.0
6768, X2,2019,31991.0,Semi-Auto,8791.0,Diesel,145.0,61.4,2.0
6770, 5 Series,2020,34795.0,Semi-Auto,102.0,Diesel,145.0,55.4,2.0
6778, 2 Series,2016,17842.0,Automatic,31931.0,Diesel,145.0,55.4,2.0
6779, 3 Series,2017,19082.0,Automatic,17236.0,Petrol,145.0,48.7,2.0
6781, X1,2017,19981.0,Semi-Auto,32286.0,Diesel,145.0,55.4,2.0
6785, 2 Series,2018,21512.0,Semi-Auto,9005.0,Diesel,145.0,65.7,2.0
6786, X1,2018,24161.0,Semi-Auto,9261.0,Petrol,145.0,44.8,2.0
6792, 5 Series,2019,24295.0,Semi-Auto,4982.0,Petrol,145.0,50.4,2.0
6793, X1,2017,21495.0,Semi-Auto,6550.0,Diesel,145.0,60.1,2.0
6797, X2,2020,27890.0,Manual,10.0,Diesel,145.0,48.7,2.0
6802, 5 Series,2019,26870.0,Semi-Auto,8560.0,Petrol,145.0,50.4,2.0
6803, X2,2019,27806.0,Semi-Auto,2198.0,Petrol,145.0,36.2,2.0
6805, X2,2019,30960.0,Automatic,7021.0,Petrol,145.0,34.0,2.0
6808, 2 Series,2019,20746.0,Automatic,5063.0,Diesel,145.0,67.3,2.0
6809, X4,2019,34995.0,Semi-Auto,8098.0,Diesel,145.0,42.8,2.0
6811, 1 Series,2019,29995.0,Semi-Auto,4591.0,Petrol,145.0,34.5,2.0
6815, X2,2019,27890.0,Semi-Auto,2724.0,Petrol,145.0,38.7,2.0
6816, 3 Series,2019,33995.0,Semi-Auto,3633.0,Petrol,145.0,41.5,2.0
6818, 1 Series,2019,28994.0,Semi-Auto,2973.0,Diesel,145.0,48.7,2.0
6820, 2 Series,2019,21576.0,Automatic,9794.0,Petrol,145.0,47.9,2.0
6827, 4 Series,2019,25995.0,Semi-Auto,7389.0,Petrol,145.0,48.7,2.0
6830, 3 Series,2019,23295.0,Semi-Auto,4050.0,Petrol,145.0,47.9,2.0
6831, 1 Series,2019,26795.0,Semi-Auto,3788.0,Diesel,145.0,51.4,2.0
6833, 5 Series,2018,25595.0,Semi-Auto,11646.0,Diesel,145.0,49.6,2.0
6835, 1 Series,2019,21995.0,Semi-Auto,6441.0,Diesel,145.0,67.3,2.0
6843, 1 Series,2020,27495.0,Semi-Auto,6000.0,Diesel,145.0,48.7,2.0
6844, 3 Series,2020,32890.0,Semi-Auto,6000.0,Diesel,145.0,49.6,2.0
6845, 1 Series,2020,33995.0,Semi-Auto,102.0,Petrol,145.0,34.5,2.0
6846, X1,2018,20995.0,Semi-Auto,8550.0,Diesel,145.0,60.1,2.0
6852, 2 Series,2018,20595.0,Semi-Auto,5500.0,Petrol,145.0,38.2,2.0
6853, 2 Series,2020,24995.0,Semi-Auto,2200.0,Petrol,145.0,50.4,2.0
6855, 3 Series,2019,30543.0,Semi-Auto,6294.0,Diesel,145.0,52.3,2.0
6860, X2,2020,38970.0,Semi-Auto,600.0,Diesel,145.0,58.9,2.0
6863, 4 Series,2016,19995.0,Semi-Auto,14530.0,Petrol,145.0,48.7,2.0
6866, 4 Series,2020,42520.0,Semi-Auto,102.0,Diesel,145.0,65.7,2.0
6867, X1,2020,37320.0,Semi-Auto,102.0,Petrol,145.0,39.8,2.0
6868, X3,2020,35995.0,Semi-Auto,102.0,Diesel,145.0,54.3,2.0
6877, X1,2016,17600.0,Semi-Auto,26382.0,Diesel,145.0,55.4,2.0
6885, 2 Series,2019,21895.0,Semi-Auto,5536.0,Diesel,145.0,68.9,2.0
6887, 5 Series,2019,34995.0,Semi-Auto,102.0,Petrol,145.0,50.4,2.0
6888, 4 Series,2019,25589.0,Automatic,4300.0,Petrol,145.0,48.7,2.0
6889, 1 Series,2019,18369.0,Manual,4410.0,Diesel,145.0,65.7,2.0
6890, X2,2019,27989.0,Semi-Auto,8942.0,Diesel,145.0,58.9,2.0
6891, 3 Series,2019,22869.0,Semi-Auto,11824.0,Diesel,145.0,54.3,2.0
6892, 3 Series,2019,26589.0,Semi-Auto,9988.0,Diesel,145.0,52.3,2.0
6894, X2,2020,38989.0,Semi-Auto,6000.0,Petrol,145.0,34.0,2.0
6897, 2 Series,2018,23024.0,Semi-Auto,9579.0,Diesel,145.0,64.2,2.0
6898, X1,2017,19229.0,Semi-Auto,29866.0,Diesel,145.0,55.4,2.0
6900, 3 Series,2019,32398.0,Semi-Auto,2150.0,Petrol,145.0,42.2,2.0
6901, 4 Series,2019,29641.0,Semi-Auto,6650.0,Petrol,145.0,48.7,2.0
6902, 1 Series,2019,19995.0,Semi-Auto,2604.0,Diesel,145.0,70.6,2.0
6903, X3,2016,21995.0,Semi-Auto,35700.0,Diesel,145.0,54.3,2.0
6907, Z4,2019,30969.0,Automatic,5500.0,Petrol,145.0,38.7,2.0
6908, Z4,2019,32989.0,Semi-Auto,6000.0,Petrol,145.0,38.7,2.0
6909, X2,2019,30789.0,Semi-Auto,3795.0,Diesel,145.0,58.9,2.0
6911, X1,2017,20489.0,Automatic,6391.0,Diesel,145.0,65.7,2.0
6912, X2,2018,25969.0,Semi-Auto,12271.0,Diesel,145.0,61.4,2.0
6913, 3 Series,2020,34989.0,Semi-Auto,100.0,Diesel,145.0,50.4,2.0
6915, 3 Series,2019,34989.0,Semi-Auto,6000.0,Diesel,145.0,49.6,2.0
6918, X2,2019,27669.0,Semi-Auto,13440.0,Diesel,145.0,58.9,2.0
6920, 4 Series,2019,25285.0,Semi-Auto,9212.0,Petrol,145.0,45.6,2.0
6925, 5 Series,2019,30290.0,Automatic,5800.0,Hybrid,145.0,49.6,2.0
6927, 1 Series,2019,30700.0,Automatic,7381.0,Petrol,145.0,34.5,2.0
6929, Z4,2020,32995.0,Semi-Auto,102.0,Petrol,145.0,38.7,2.0
6932, 3 Series,2020,37995.0,Semi-Auto,102.0,Petrol,145.0,40.4,2.0
6934, X3,2019,40661.0,Automatic,3755.0,Diesel,145.0,54.3,2.0
6935, 2 Series,2019,29991.0,Automatic,1893.0,Petrol,145.0,47.9,2.0
6937, 1 Series,2019,16995.0,Automatic,9399.0,Diesel,145.0,70.6,2.0
6938, 3 Series,2017,18489.0,Automatic,18374.0,Diesel,145.0,64.2,2.0
6939, 2 Series,2020,26989.0,Semi-Auto,3000.0,Petrol,145.0,47.9,2.0
6945, 3 Series,2019,31380.0,Automatic,7307.0,Diesel,145.0,49.6,2.0
6946, Z4,2019,29941.0,Semi-Auto,5465.0,Petrol,145.0,38.7,2.0
6949, 5 Series,2019,31670.0,Automatic,11537.0,Diesel,145.0,62.8,2.0
6950, 4 Series,2019,25160.0,Semi-Auto,7208.0,Diesel,145.0,65.7,2.0
6951, 5 Series,2020,35793.0,Semi-Auto,15.0,Petrol,145.0,48.7,2.0
6952, 5 Series,2020,41995.0,Semi-Auto,100.0,Diesel,145.0,60.1,2.0
6953, 3 Series,2018,19895.0,Semi-Auto,13909.0,Diesel,145.0,60.1,2.0
6955, 2 Series,2020,33065.0,Semi-Auto,102.0,Diesel,145.0,49.6,2.0
6956, 3 Series,2020,42430.0,Semi-Auto,102.0,Diesel,145.0,50.4,2.0
6959, X1,2019,26995.0,Semi-Auto,4183.0,Diesel,145.0,65.7,2.0
6960, X2,2018,23995.0,Semi-Auto,21271.0,Diesel,145.0,58.9,2.0
6962, 3 Series,2020,39995.0,Semi-Auto,1898.0,Petrol,145.0,41.5,2.0
6964, 2 Series,2019,28993.0,Semi-Auto,2236.0,Diesel,145.0,47.1,2.0
6966, 2 Series,2019,24390.0,Semi-Auto,2469.0,Diesel,145.0,52.3,2.0
6967, X4,2019,38380.0,Automatic,3502.0,Diesel,145.0,42.8,2.0
6968, 2 Series,2019,19520.0,Automatic,2048.0,Diesel,145.0,51.4,2.0
6969, X2,2018,21726.0,Semi-Auto,5000.0,Diesel,145.0,50.4,2.0
6972, 4 Series,2018,21782.0,Semi-Auto,16701.0,Diesel,145.0,65.7,2.0
6976, 3 Series,2018,21756.0,Automatic,7794.0,Petrol,145.0,47.9,2.0
6979, 2 Series,2019,22160.0,Automatic,2000.0,Diesel,145.0,49.6,2.0
6983, X1,2020,27995.0,Semi-Auto,2364.0,Diesel,145.0,65.7,2.0
6984, 3 Series,2020,34995.0,Semi-Auto,100.0,Petrol,145.0,42.2,2.0
6987, 2 Series,2019,21995.0,Semi-Auto,6100.0,Diesel,145.0,62.8,2.0
6997, X2,2019,29960.0,Semi-Auto,6321.0,Diesel,145.0,58.9,2.0
6999, 4 Series,2019,25866.0,Automatic,4767.0,Petrol,145.0,48.7,2.0
7000, X1,2019,27006.0,Automatic,3195.0,Diesel,145.0,60.1,2.0
7001, 3 Series,2019,33475.0,Semi-Auto,8576.0,Diesel,145.0,49.6,2.0
7004, 2 Series,2019,20000.0,Semi-Auto,10539.0,Petrol,145.0,47.9,2.0
7009, 1 Series,2019,32541.0,Automatic,4260.0,Diesel,145.0,48.7,2.0
7011, X2,2019,33551.0,Automatic,4501.0,Petrol,145.0,39.2,2.0
7013, X1,2019,34791.0,Semi-Auto,3796.0,Diesel,145.0,36.7,2.0
7019, X2,2019,28980.0,Semi-Auto,14230.0,Diesel,145.0,58.9,2.0
7020, X1,2020,29476.0,Semi-Auto,100.0,Diesel,145.0,36.7,2.0
7022, 2 Series,2019,22395.0,Semi-Auto,2504.0,Diesel,145.0,68.9,2.0
7028, 1 Series,2019,35995.0,Semi-Auto,1000.0,Petrol,145.0,34.5,2.0
7035, 5 Series,2019,28395.0,Semi-Auto,1792.0,Diesel,145.0,62.8,2.0
7036, X1,2019,30995.0,Semi-Auto,1000.0,Diesel,145.0,60.1,2.0
7037, 4 Series,2019,30150.0,Semi-Auto,7701.0,Petrol,145.0,48.7,2.0
7040, 2 Series,2018,20642.0,Semi-Auto,6614.0,Petrol,145.0,36.2,2.0
7043, X2,2019,40428.0,Semi-Auto,100.0,Petrol,145.0,34.0,2.0
7051, X4,2016,26995.0,Semi-Auto,13005.0,Diesel,145.0,54.3,2.0
7052, X3,2016,21948.0,Semi-Auto,35621.0,Diesel,145.0,54.3,2.0
7054, 3 Series,2017,15916.0,Manual,24669.0,Petrol,145.0,48.7,2.0
7055, X3,2016,24284.0,Semi-Auto,15497.0,Diesel,145.0,54.3,2.0
7056, 5 Series,2017,24908.0,Semi-Auto,8605.0,Diesel,145.0,65.7,2.0
7065, 3 Series,2018,22978.0,Semi-Auto,8702.0,Petrol,145.0,46.3,2.0
7068, 4 Series,2019,31995.0,Semi-Auto,1297.0,Diesel,145.0,58.9,2.0
7069, 4 Series,2019,31495.0,Semi-Auto,1133.0,Diesel,145.0,65.7,2.0
7070, X1,2018,25457.0,Semi-Auto,9421.0,Diesel,145.0,60.1,2.0
7071, X3,2019,35995.0,Semi-Auto,3708.0,Diesel,145.0,54.3,2.0
7075, 3 Series,2017,18858.0,Semi-Auto,29190.0,Diesel,145.0,62.8,2.0
7077, 2 Series,2017,19995.0,Semi-Auto,16266.0,Petrol,145.0,43.5,2.0
7078, 3 Series,2019,34836.0,Semi-Auto,8200.0,Diesel,145.0,48.7,2.0
7080, 1 Series,2019,18395.0,Semi-Auto,1060.0,Diesel,145.0,70.6,2.0
7089, X1,2019,26468.0,Semi-Auto,4153.0,Diesel,145.0,65.7,2.0
7090, 5 Series,2019,31995.0,Semi-Auto,6111.0,Diesel,145.0,60.1,2.0
7095, 2 Series,2020,31995.0,Semi-Auto,1000.0,Diesel,145.0,62.8,2.0
7096, 2 Series,2020,29995.0,Semi-Auto,1000.0,Petrol,145.0,47.9,2.0
7097, Z4,2020,34995.0,Semi-Auto,1000.0,Petrol,145.0,38.7,2.0
7098, Z4,2020,32495.0,Semi-Auto,2200.0,Petrol,145.0,38.7,2.0
7100, 3 Series,2018,22495.0,Automatic,13700.0,Diesel,145.0,62.8,2.0
7104, 3 Series,2020,33995.0,Semi-Auto,4000.0,Petrol,145.0,41.5,2.0
7109, 4 Series,2019,24995.0,Semi-Auto,1893.0,Diesel,145.0,60.1,2.0
7111, 1 Series,2019,27995.0,Semi-Auto,101.0,Diesel,145.0,51.4,2.0
7114, 2 Series,2020,30995.0,Semi-Auto,1000.0,Diesel,145.0,48.7,2.0
7115, 4 Series,2014,16995.0,Semi-Auto,25276.0,Diesel,145.0,56.5,2.0
7119, 5 Series,2018,22495.0,Semi-Auto,19474.0,Diesel,145.0,62.8,2.0
7120, 1 Series,2019,18995.0,Semi-Auto,5955.0,Diesel,145.0,70.6,2.0
7121, 5 Series,2019,27995.0,Semi-Auto,15808.0,Petrol,145.0,48.7,2.0
7122, 5 Series,2014,14959.0,Semi-Auto,31039.0,Diesel,145.0,55.4,2.0
7123, 4 Series,2019,25995.0,Semi-Auto,1000.0,Diesel,145.0,60.1,2.0
7125, 5 Series,2019,30995.0,Automatic,4000.0,Diesel,145.0,60.1,2.0
7135, 4 Series,2019,23895.0,Semi-Auto,5630.0,Diesel,145.0,65.7,2.0
7139, 3 Series,2018,21875.0,Semi-Auto,7509.0,Diesel,145.0,62.8,2.0
7145, X1,2017,19875.0,Semi-Auto,26109.0,Diesel,145.0,55.4,2.0
7151, 2 Series,2019,19875.0,Semi-Auto,17303.0,Diesel,145.0,51.4,2.0
7154, X2,2019,29995.0,Semi-Auto,2315.0,Diesel,145.0,58.9,2.0
7155, 4 Series,2019,24990.0,Semi-Auto,1777.0,Diesel,145.0,58.9,2.0
7159, X3,2016,21995.0,Automatic,41277.0,Diesel,145.0,54.3,2.0
7164, 3 Series,2020,34875.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0
7165, X3,2020,35875.0,Semi-Auto,2000.0,Diesel,145.0,54.3,2.0
7171, 3 Series,2018,21875.0,Semi-Auto,15769.0,Petrol,145.0,48.7,2.0
7174, 2 Series,2015,13000.0,Manual,24600.0,Petrol,145.0,47.9,2.0
7177, 1 Series,2019,17995.0,Manual,4658.0,Diesel,145.0,68.9,2.0
7178, X2,2018,21995.0,Semi-Auto,13056.0,Diesel,145.0,61.4,2.0
7187, 3 Series,2017,19875.0,Semi-Auto,16456.0,Petrol,145.0,46.3,2.0
7193, 4 Series,2018,22995.0,Automatic,18792.0,Petrol,145.0,45.6,2.0
7197, 5 Series,2019,30875.0,Semi-Auto,2135.0,Petrol,145.0,48.7,2.0
7199, 3 Series,2020,29875.0,Semi-Auto,150.0,Petrol,145.0,42.2,2.0
7201, 3 Series,2020,33875.0,Semi-Auto,2000.0,Petrol,145.0,40.4,2.0
7202, 3 Series,2020,34875.0,Semi-Auto,2000.0,Diesel,145.0,52.3,2.0
7211, 1 Series,2017,16185.0,Automatic,37834.0,Diesel,145.0,67.3,2.0
7214, 3 Series,2018,20995.0,Semi-Auto,47386.0,Diesel,145.0,64.2,2.0
7215, 2 Series,2019,22495.0,Semi-Auto,5633.0,Diesel,145.0,49.6,2.0
7219, 3 Series,2019,29995.0,Semi-Auto,3150.0,Petrol,145.0,42.2,2.0
7222, 2 Series,2020,23985.0,Automatic,1968.0,Petrol,145.0,50.4,2.0
7223, 1 Series,2020,27445.0,Automatic,2047.0,Diesel,145.0,51.4,2.0
7224, 3 Series,2020,33285.0,Semi-Auto,4323.0,Diesel,145.0,50.4,2.0
7225, X3,2016,23875.0,Semi-Auto,31839.0,Diesel,145.0,54.3,2.0
7229, 3 Series,2017,18495.0,Automatic,29681.0,Petrol,145.0,48.7,2.0
7245, 3 Series,2019,34985.0,Automatic,10742.0,Diesel,145.0,48.7,2.0
7246, 2 Series,2020,25485.0,Semi-Auto,877.0,Diesel,145.0,64.2,2.0
7247, X1,2020,26895.0,Semi-Auto,1074.0,Diesel,145.0,40.9,2.0
7250, X1,2019,28875.0,Semi-Auto,150.0,Petrol,145.0,35.3,2.0
7251, 5 Series,2017,19875.0,Semi-Auto,24655.0,Diesel,145.0,68.9,2.0
7259, X1,2017,20875.0,Semi-Auto,9637.0,Diesel,145.0,55.4,2.0
7263, 3 Series,2019,27285.0,Semi-Auto,11439.0,Petrol,145.0,40.9,2.0
7264, X1,2017,20685.0,Automatic,19116.0,Diesel,145.0,57.6,2.0
7266, X1,2018,23485.0,Semi-Auto,11586.0,Diesel,145.0,60.1,2.0
7271, 3 Series,2020,28985.0,Semi-Auto,2958.0,Petrol,145.0,42.2,2.0
7274, X1,2019,25285.0,Automatic,11884.0,Diesel,145.0,60.1,2.0
7286, 1 Series,2019,33400.0,Semi-Auto,3450.0,Petrol,145.0,34.5,2.0
7287, 3 Series,2019,30995.0,Semi-Auto,1000.0,Diesel,145.0,49.6,2.0
7288, X3,2019,38995.0,Semi-Auto,10.0,Diesel,145.0,54.3,2.0
7295, 5 Series,2019,29895.0,Semi-Auto,1000.0,Petrol,145.0,50.4,2.0
7296, 5 Series,2019,30995.0,Semi-Auto,1000.0,Diesel,145.0,60.1,2.0
7312, 5 Series,2019,30995.0,Semi-Auto,5271.0,Petrol,145.0,46.3,2.0
7315, 3 Series,2019,19995.0,Automatic,18253.0,Diesel,145.0,62.8,2.0
7320, 3 Series,2019,27990.0,Semi-Auto,12500.0,Diesel,145.0,48.7,2.0
7322, 3 Series,2017,17495.0,Semi-Auto,23000.0,Petrol,145.0,48.7,2.0
7325, 1 Series,2020,30995.0,Semi-Auto,1000.0,Diesel,145.0,48.7,2.0
7334, 5 Series,2020,30485.0,Semi-Auto,6.0,Petrol,145.0,50.4,2.0
7336, 1 Series,2019,18685.0,Semi-Auto,11423.0,Diesel,145.0,74.3,2.0
7348, X1,2016,16690.0,Automatic,32333.0,Diesel,145.0,55.4,2.0
7351, 3 Series,2019,23685.0,Semi-Auto,11454.0,Petrol,145.0,47.9,2.0
7353, X1,2017,16485.0,Semi-Auto,56728.0,Diesel,145.0,65.7,2.0
7362, 1 Series,2018,13477.0,Manual,51000.0,Diesel,145.0,50.4,2.0
7365, X4,2015,19290.0,Automatic,50323.0,Diesel,145.0,54.3,2.0
7369, 1 Series,2012,7995.0,Automatic,54792.0,Diesel,145.0,53.3,2.0
7370, X3,2016,23950.0,Automatic,20000.0,Diesel,145.0,54.3,2.0
7372, 4 Series,2018,22950.0,Automatic,1300.0,Petrol,145.0,48.7,2.0
7376, 4 Series,2017,17997.0,Automatic,20407.0,Diesel,145.0,65.7,2.0
7381, X1,2018,20950.0,Automatic,7000.0,Diesel,145.0,60.1,2.0
7402, X2,2019,25950.0,Automatic,3078.0,Petrol,145.0,36.2,2.0
7403, X3,2016,22950.0,Automatic,9000.0,Diesel,145.0,54.3,2.0
7412, X1,2017,17599.0,Automatic,31691.0,Diesel,145.0,55.4,2.0
7421, X3,2016,22000.0,Automatic,34208.0,Diesel,145.0,54.3,2.0
7424, X1,2017,17400.0,Automatic,18911.0,Diesel,145.0,65.7,2.0
7434, 2 Series,2017,18700.0,Automatic,17814.0,Petrol,145.0,47.9,2.0
7438, 1 Series,2018,16500.0,Automatic,23011.0,Petrol,145.0,48.7,2.0
7441, 3 Series,2017,17600.0,Manual,9601.0,Diesel,145.0,64.2,2.0
7449, 3 Series,2018,18480.0,Automatic,24043.0,Diesel,145.0,64.2,2.0
7473, X4,2017,22795.0,Automatic,40666.0,Diesel,145.0,54.3,2.0
7489, 5 Series,2017,21850.0,Automatic,33000.0,Diesel,145.0,65.7,2.0
7490, 3 Series,2011,9750.0,Automatic,44000.0,Diesel,145.0,53.3,2.0
7499, X3,2015,20500.0,Automatic,33000.0,Diesel,145.0,54.3,2.0
7509, X3,2015,20250.0,Automatic,42000.0,Diesel,145.0,54.3,2.0
7514, X3,2015,19850.0,Automatic,54000.0,Diesel,145.0,54.3,2.0
7523, 3 Series,2018,20800.0,Automatic,23217.0,Diesel,145.0,64.2,2.0
7525, X4,2015,17000.0,Automatic,59016.0,Diesel,145.0,54.3,2.0
7527, 3 Series,2018,21700.0,Automatic,20778.0,Diesel,145.0,57.7,2.0
7534, 3 Series,2013,10950.0,Automatic,58000.0,Diesel,145.0,53.3,2.0
7540, 3 Series,2017,19000.0,Automatic,30000.0,Diesel,145.0,64.2,2.0
7546, X3,2015,20500.0,Automatic,35000.0,Diesel,145.0,54.3,2.0
7557, 4 Series,2017,17500.0,Manual,30000.0,Diesel,145.0,62.8,2.0
7565, 1 Series,2010,7990.0,Automatic,60000.0,Diesel,145.0,53.3,2.0
7573, 3 Series,2017,16500.0,Automatic,60000.0,Diesel,145.0,64.2,2.0
7595, X3,2016,19990.0,Automatic,50000.0,Diesel,145.0,54.3,2.0
7604, 3 Series,2013,9990.0,Manual,51000.0,Diesel,145.0,55.4,2.0
7610, 3 Series,2012,8990.0,Manual,59000.0,Diesel,145.0,55.4,2.0
7613, 5 Series,2015,13990.0,Automatic,64000.0,Diesel,145.0,56.5,2.0
7615, 4 Series,2017,17990.0,Manual,19000.0,Petrol,145.0,46.3,2.0
7629, 3 Series,2012,8990.0,Manual,62000.0,Diesel,145.0,55.4,2.0
7645, X3,2015,14490.0,Automatic,31000.0,Diesel,145.0,55.4,2.0
7688, 5 Series,2017,20490.0,Automatic,33000.0,Diesel,145.0,65.7,2.0
7719, 3 Series,2012,8990.0,Manual,64000.0,Diesel,145.0,55.4,2.0
7727, 3 Series,2015,12990.0,Manual,62000.0,Diesel,145.0,55.4,2.0
7771, 5 Series,2020,26750.0,Automatic,101.0,Diesel,145.0,52.3,2.0
7774, Z4,2020,28500.0,Automatic,101.0,Petrol,145.0,38.7,2.0
7776, 3 Series,2019,30850.0,Automatic,7624.0,Diesel,145.0,48.7,2.0
7785, X1,2019,30850.0,Automatic,6300.0,Diesel,145.0,50.4,2.0
7786, 5 Series,2017,27750.0,Automatic,15899.0,Diesel,145.0,57.7,2.0
7800, 5 Series,2019,28950.0,Automatic,6800.0,Petrol,145.0,50.4,2.0
7801, 5 Series,2019,30850.0,Automatic,6000.0,Diesel,145.0,62.8,2.0
7805, X3,2015,20850.0,Automatic,36054.0,Diesel,145.0,54.3,2.0
